BathroomTotal,Bedrooms,BuildingType,Latitude,Longitude,OwnershipType,Price,PropertyType,SizeInterior,StoriesTotal
3,3 + 0,House,51.090511,-114.255819,Freehold,"$479,900",Single Family,2031 sqft,2
4,3 + 1,House,51.112008,-114.237461,Freehold,"$479,900",Single Family,1651 sqft,2
2,3 + 2,House,51.115128,-114.165101,Freehold,"$479,900",Single Family,1600 sqft,1
3,2 + 1,House,51.125804,-114.062495,Freehold,"$479,900",Single Family,1987 sqft,1
3,3 + 0,House,51.133824,-114.255975,Freehold,"$479,900",Single Family,1790 sqft,2
4,2 + 1,Row / Townhouse,51.138122,-114.236577,Condominium/Strata,"$479,900",Single Family,1431 sqft,2
3,2 + 1,Duplex,51.140502,-114.245501,Bare Land Condo,"$479,900",Single Family,1259 sqft,1.5000
4,3 + 1,House,51.147815,-114.253204,Freehold,"$479,900",Single Family,1701 sqft,2
4,3 + 1,House,51.153942,-114.074144,Freehold,"$479,900",Single Family,1907 sqft,2
4,4 + 2,House,51.162406,-113.940834,Freehold,"$479,900",Single Family,1990 sqft,2
4,3 + 0,Duplex,51.176909,-114.108627,Freehold,"$479,900",Single Family,2063 sqft,2
3,3 + 0,House,50.917762,-114.082691,Freehold,"$479,950",Single Family,1559 sqft,2
3,4 + 2,House,51.053978,-113.968036,Freehold,"$480,000",Single Family,1278 sqft,1
1,3 + 0,House,51.061754,-114.038312,Freehold,"$480,000",Single Family,968 sqft,1.5000
3,3 + 3,Duplex,51.07083,-114.066579,Freehold,"$480,000",Single Family,1245 sqft,1.5000
4,3 + 1,Duplex,51.170322,-113.968627,Freehold,"$480,000",Single Family,1763 sqft,2
4,3 + 1,House,51.176048,-114.117579,Freehold,"$480,000",Single Family,1828 sqft,2
2,2 + 0,Apartment,50.897354,-113.935587,Condominium/Strata,"$481,900",Single Family,867 sqft,1
3,3 + 0,House,51.179371,-114.134526,Freehold,"$481,900",Single Family,1831 sqft,2
3,3 + 0,House,50.877376,-114.031069,Freehold,"$483,400",Single Family,2150 sqft,2
3,3 + 0,House,50.877308,-114.032289,Freehold,"$484,000",Single Family,2202 sqft,2
3,3 + 0,House,50.856479,-114.013801,Freehold,"$484,900",Single Family,1830 sqft,2
4,4 + 0,House,50.869028,-114.037272,Freehold,"$484,900",Single Family,1885 sqft,2.5000
2,2 + 1,House,50.886715,-114.020817,Freehold,"$484,900",Single Family,1353 sqft,1
4,3 + 1,House,50.916048,-113.916681,Freehold,"$484,900",Single Family,1593 sqft,2
3,3 + 0,House,50.940802,-114.003398,Freehold,"$484,900",Single Family,2195 sqft,2
3,1 + 2,House,50.990083,-114.056572,Freehold,"$484,900",Single Family,1455 sqft,1
3,2 + 0,Row / Townhouse,51.021918,-114.098796,Condominium/Strata,"$484,900",Single Family,1496 sqft,3
4,3 + 2,House,51.04027,-113.419067,Freehold,"$484,900",Single Family,2393 sqft,2
1,3 + 0,House,51.08703,-114.103166,Freehold,"$484,900",Single Family,1115 sqft,1
3,3 + 0,House,51.170254,-114.119576,Freehold,"$484,999",Single Family,2071 sqft,2
3,3 + 0,House,50.86617,-114.020703,Freehold,"$485,000",Single Family,1853 sqft,2
2,2 + 0,Row / Townhouse,50.873979,-113.984528,Condominium/Strata,"$485,000",Single Family,1343 sqft,1
3,4 + 0,House,50.91387,-114.115052,Freehold,"$485,000",Single Family,1760 sqft,2
3,3 + 1,House,50.922582,-113.945648,Freehold,"$485,000",Single Family,1797 sqft,2
4,3 + 2,House,50.923064,-113.953554,Freehold,"$485,000",Single Family,2040 sqft,2
3,3 + 2,House,50.935577,-114.076959,Freehold,"$485,000",Single Family,1058 sqft,1
2,3 + 0,House,50.966768,-114.138675,Freehold,"$485,000",Single Family,1577 sqft,1.5000
3,1 + 3,House,51.033825,-113.823346,Freehold,"$485,000",Single Family,1547 sqft,1
2,2 + 0,Apartment,51.052564,-114.067104,Condominium/Strata,"$485,000",Single Family,822 sqft,1
4,3 + 0,Row / Townhouse,51.086382,-114.214284,Condominium/Strata,"$485,000",Single Family,1543 sqft,3
3,3 + 0,House,51.123495,-114.153106,Freehold,"$485,000",Single Family,1740 sqft,1
3,4 + 0,House,51.127857,-114.18898,Freehold,"$485,000",Single Family,2277 sqft,2
3,1 + 0,Row / Townhouse,51.144746,-114.140038,Bare Land Condo,"$485,000",Single Family,1097 sqft,1
2,3 + 1,House,50.937707,-114.080168,Freehold,"$485,500",Single Family,1235 sqft,1
3,3 + 0,House,50.889295,-114.084273,Freehold,"$486,900",Single Family,2318 sqft,2
3,3 + 0,House,50.893259,-113.91264,Freehold,"$486,900",Single Family,1910 sqft,2
3,3 + 0,House,51.181867,-114.171537,Freehold,"$487,900",Single Family,1933 sqft,2
4,4 + 1,House,51.028986,-113.825956,Freehold,"$487,975",Single Family,2133 sqft,2
3,4 + 3,Duplex,51.030945,-113.977512,Freehold,"$488,000",Single Family,1827 sqft,1
3,2 + 0,Row / Townhouse,51.05516,-114.171891,Condominium/Strata,"$488,000",Single Family,1250 sqft,2
2,2 + 0,Apartment,51.103183,-114.16357,Condominium/Strata,"$488,000",Single Family,1037 sqft,1
3,4 + 0,House,51.1395,-114.117846,Freehold,"$488,750",Single Family,1819 sqft,2
3,3 + 2,House,51.086466,-113.927393,Freehold,"$488,800",Single Family,1195 sqft,1.5000
3,4 + 0,House,50.899722,-114.121824,Freehold,"$489,000",Single Family,2113 sqft,2
4,3 + 1,House,51.022248,-113.832293,Freehold,"$489,000",Single Family,2282 sqft,2
3,2 + 0,Row / Townhouse,51.037268,-114.085914,Condominium/Strata,"$489,000",Single Family,1088 sqft,2
3,2 + 0,Apartment,51.039833,-114.215344,Condominium/Strata,"$489,000",Single Family,1378 sqft,1
3,3 + 0,Row / Townhouse,51.096962,-114.173399,Condominium/Strata,"$489,000",Single Family,1660 sqft,2
3,3 + 1,House,51.106611,-114.155815,Freehold,"$489,000",Single Family,1235 sqft,1
4,4 + 2,House,51.117978,-113.938695,Freehold,"$489,000",Single Family,1893 sqft,2
4,3 + 1,House,51.127153,-114.253643,Freehold,"$489,000",Single Family,1830 sqft,2
4,3 + 1,House,51.16504,-114.039101,Freehold,"$489,000",Single Family,1814 sqft,2
3,2 + 1,House,51.034177,-113.839658,Freehold,"$489,500",Single Family,1357 sqft,1
1,3 + 0,House,51.057329,-114.114416,Freehold,"$489,500",Single Family,1209 sqft,1.5000
3,3 + 0,House,50.8568,-114.003283,Freehold,"$489,900",Single Family,2395 sqft,2
3,3 + 0,House,50.864075,-114.017893,Freehold,"$489,900",Single Family,1916 sqft,2
3,1 + 1,House,50.882388,-113.963035,Freehold,"$489,900",Single Family,1138 sqft,1.5000
3,2 + 2,House,50.887155,-114.030195,Freehold,"$489,900",Single Family,1538 sqft,1
4,3 + 1,House,50.887921,-113.984176,Freehold,"$489,900",Single Family,1924 sqft,2
3,4 + 0,House,50.911041,-113.926836,Freehold,"$489,900",Single Family,2338 sqft,2
3,3 + 1,House,50.938271,-114.13872,Freehold,"$489,900",Single Family,1800 sqft,2
4,3 + 0,House,50.93905,-113.984469,Freehold,"$489,900",Single Family,2182 sqft,2
3,4 + 0,House,50.94985,-114.1282,Freehold,"$489,900",Single Family,2029 sqft,2
3,2 + 0,Row / Townhouse,50.95798,-114.017301,Condominium/Strata,"$489,900",Single Family,1508 sqft,3
2,3 + 0,House,50.959005,-114.036954,Freehold,"$489,900",Single Family,1152 sqft,1
4,3 + 1,Row / Townhouse,50.959379,-114.011856,Bare Land Condo,"$489,900",Single Family,1501 sqft,2
4,4 + 0,House,50.977557,-113.687279,Freehold,"$489,900",Single Family,1760 sqft,2
3,3 + 0,House,51.030193,-113.831974,Freehold,"$489,900",Single Family,2233 sqft,2
2,2 + 0,Duplex,51.032783,-114.129185,Condominium/Strata,"$489,900",Single Family,1062 sqft,2
3,2 + 0,Row / Townhouse,51.036438,-114.138522,Condominium/Strata,"$489,900",Single Family,1175 sqft,2
2,3 + 1,House,51.039029,-114.145811,Freehold,"$489,900",Single Family,1336 sqft,1.5000
2,2 + 0,Apartment,51.041879,-114.053897,Condominium/Strata,"$489,900",Single Family,1375 sqft,1
3,2 + 1,Duplex,51.046297,-114.171593,Condominium/Strata,"$489,900",Single Family,1522 sqft,1
4,2 + 1,Row / Townhouse,51.069956,-114.071386,Condominium/Strata,"$489,900",Single Family,1166 sqft,2
3,4 + 1,House,51.074581,-113.92502,Freehold,"$489,900",Single Family,2177 sqft,2
2,3 + 1,House,51.094724,-114.133116,Freehold,"$489,900",Single Family,1288 sqft,1
3,3 + 1,House,51.11234,-114.197221,Freehold,"$489,900",Single Family,1217 sqft,1.5000
4,3 + 1,House,51.123514,-114.22608,Freehold,"$489,900",Single Family,1671 sqft,2
3,4 + 0,House,51.136169,-114.111502,Freehold,"$489,900",Single Family,1625 sqft,2
3,3 + 0,House,51.148403,-114.100021,Freehold,"$489,900",Single Family,2084 sqft,2
4,3 + 1,House,51.14965,-114.104965,Freehold,"$489,900",Single Family,1810 sqft,2
3,4 + 1,House,51.153787,-114.048314,Freehold,"$489,900",Single Family,2033 sqft,2
4,3 + 0,House,51.158431,-114.084851,Freehold,"$489,900",Single Family,1718 sqft,2
3,3 + 0,House,51.159075,-113.964387,Freehold,"$489,900",Single Family,2165 sqft,2
4,3 + 2,House,51.166976,-113.953956,Freehold,"$489,900",Single Family,1800 sqft,2
3,3 + 1,House,50.896588,-114.035486,Freehold,"$490,000",Single Family,1693 sqft,2
1,3 + 0,House,51.087351,-114.207023,Freehold,"$490,000",Single Family,960 sqft,1
3,4 + 0,House,51.101904,-113.963052,Freehold,"$490,000",Single Family,2257 sqft,2
3,3 + 0,House,51.117214,-114.253801,Freehold,"$490,000",Single Family,1769 sqft,2
3,2 + 1,House,51.119472,-113.594291,Bare Land Condo,"$490,000",Single Family,1517 sqft,1
2,2 + 0,Apartment,50.897381,-113.935501,Condominium/Strata,"$490,900",Single Family,922 sqft,1
2,2 + 0,House,51.044334,-113.420494,Freehold,"$491,900",Single Family,1416 sqft,1
4,3 + 1,House,50.87973,-114.075012,Freehold,"$492,900",Single Family,2167 sqft,2
3,2 + 2,House,51.039999,-113.417342,Freehold,"$492,900",Single Family,1445 sqft,1
3,3 + 0,Row / Townhouse,50.933395,-114.111783,Condominium/Strata,"$493,900",Single Family,1647 sqft,2
3,3 + 0,House,50.901672,-113.910704,Freehold,"$494,000",Single Family,1704 sqft,2
4,3 + 1,House,50.908504,-113.942158,Freehold,"$494,000",Single Family,2121 sqft,2
4,3 + 1,House,50.9196,-113.928569,Freehold,"$494,880",Single Family,1817 sqft,2
3,3 + 0,House,50.890103,-113.911021,Freehold,"$494,900",Single Family,1786 sqft,2
3,3 + 0,House,50.898635,-113.945583,Freehold,"$494,900",Single Family,1700 sqft,2
3,3 + 0,House,50.899173,-113.957987,Freehold,"$494,900",Single Family,2188 sqft,2
3,3 + 1,House,50.908132,-114.075348,Freehold,"$494,900",Single Family,1902 sqft,2
4,3 + 2,House,50.943966,-114.133765,Freehold,"$494,900",Single Family,2001 sqft,2
3,1 + 2,Duplex,51.020601,-114.177904,Freehold,"$494,900",Single Family,1430 sqft,1
3,3 + 2,House,51.045368,-114.167126,Freehold,"$494,900",Single Family,1415 sqft,1.5000
1,1 + 0,House,51.057458,-114.113938,Freehold,"$494,900",Single Family,1045 sqft,1.5000
3,2 + 0,Row / Townhouse,51.05817,-114.134606,Condominium/Strata,"$494,900",Single Family,1425 sqft,3
3,2 + 1,House,51.147128,-114.169872,Freehold,"$494,900",Single Family,1634 sqft,2
2,2 + 0,Apartment,51.065695,-114.099664,Condominium/Strata,"$494,999",Single Family,1088 sqft,1
2,3 + 0,Row / Townhouse,50.873775,-113.983098,Condominium/Strata,"$495,000",Single Family,1335 sqft,1
3,3 + 0,House,50.913778,-113.929778,Freehold,"$495,000",Single Family,2266 sqft,2
2,2 + 0,Apartment,51.01548,-114.189258,Condominium/Strata,"$495,000",Single Family,1781 sqft,2
3,2 + 0,Apartment,51.03932,-114.215134,Condominium/Strata,"$495,000",Single Family,1350 sqft,2
3,3 + 0,House,51.043184,-113.420452,Freehold,"$495,000",Single Family,2027 sqft,2
3,2 + 0,Apartment,51.057087,-114.094295,Condominium/Strata,"$495,000",Single Family,1573 sqft,2
2,2 + 0,Apartment,51.065559,-114.104554,Condominium/Strata,"$495,000",Single Family,1080 sqft,1
3,3 + 2,House,51.06664,-114.04088,Freehold,"$495,000",Single Family,1082 sqft,1
4,4 + 1,House,51.129749,-114.2528,Freehold,"$495,000",Single Family,2436 sqft,2
3,3 + 0,House,51.130261,-114.183326,Freehold,"$495,000",Single Family,2041 sqft,2
3,3 + 0,House,51.156618,-114.092036,Freehold,"$495,000",Single Family,2043 sqft,2
3,3 + 0,House,50.962918,-113.671434,Freehold,"$497,000",Single Family,2050 sqft,2
4,3 + 1,House,51.130762,-114.210395,Freehold,"$497,000",Single Family,1431 sqft,2
3,1 + 2,House,50.925099,-113.943977,Freehold,"$497,900",Single Family,1270 sqft,1
3,3 + 0,House,51.023556,-114.166171,Freehold,"$498,000",Single Family,1678 sqft,2
2,3 + 1,House,51.033996,-114.157217,Freehold,"$498,000",Single Family,1043 sqft,1
1,3 + 2,House,51.076022,-113.330908,Freehold,"$498,000",Single Family,1263 sqft,1.5000
4,3 + 1,House,51.11045,-114.238511,Freehold,"$498,000",Single Family,1636 sqft,2
3,3 + 1,House,51.116947,-114.058391,Freehold,"$498,000",Single Family,1262 sqft,1
3,2 + 1,Duplex,50.898457,-114.046738,Freehold,"$498,800",Single Family,1506 sqft,1
2,2 + 0,Row / Townhouse,51.022378,-114.096697,Condominium/Strata,"$498,800",Single Family,1391 sqft,3
3,1 + 2,House,51.094511,-114.196136,Freehold,"$498,800",Single Family,1236 sqft,1
3,3 + 1,House,51.128924,-114.175562,Freehold,"$498,888",Single Family,2029 sqft,2
4,3 + 1,House,51.190872,-114.507428,Freehold,"$498,900",Single Family,2065 sqft,2
3,2 + 1,Row / Townhouse,51.03181,-114.129782,Condominium/Strata,"$498,999",Single Family,1219 sqft,2
3,3 + 0,House,50.894043,-113.957103,Freehold,"$499,000",Single Family,2093 sqft,2
4,3 + 1,House,50.895862,-114.088059,Freehold,"$499,000",Single Family,1921 sqft,2
4,3 + 1,House,50.910956,-113.942727,Freehold,"$499,000",Single Family,2251 sqft,2
4,3 + 1,House,50.914541,-114.113664,Freehold,"$499,000",Single Family,1804 sqft,2
3,3 + 1,House,50.980635,-114.02651,Freehold,"$499,000",Single Family,1457 sqft,2
4,3 + 1,House,50.981932,-114.515116,Leasehold,"$499,000",Single Family,1957 sqft,2
3,3 + 0,Row / Townhouse,51.008607,-114.074215,Condominium/Strata,"$499,000",Single Family,1093 sqft,3
2,2 + 0,House,51.025738,-114.062468,Freehold,"$499,000",Single Family,896 sqft,1.5000
3,1 + 2,House,51.033328,-114.123437,Freehold,"$499,000",Single Family,852 sqft,1
2,2 + 0,Row / Townhouse,51.034874,-114.096967,Condominium/Strata,"$499,000",Single Family,1503 sqft,3
2,2 + 0,Apartment,51.03877,-114.080211,Condominium/Strata,"$499,000",Single Family,953 sqft,1
3,3 + 0,Apartment,51.042816,-114.136804,Condominium/Strata,"$499,000",Single Family,1854 sqft,2
2,3 + 1,House,51.045482,-114.13667,Freehold,"$499,000",Single Family,1121 sqft,1
2,3 + 1,House,51.049548,-114.162017,Freehold,"$499,000",Single Family,1201 sqft,1
2,2 + 0,Apartment,51.051583,-114.079912,Condominium/Strata,"$499,000",Single Family,1115 sqft,1
1,2 + 0,House,51.063885,-114.06988,Freehold,"$499,000",Single Family,804 sqft,1
2,2 + 1,House,51.073505,-114.059252,Freehold,"$499,000",Single Family,885 sqft,1
3,3 + 0,House,51.083389,-114.265333,Freehold,"$499,000",Single Family,2045 sqft,2
3,2 + 2,House,51.092362,-114.262344,Freehold,"$499,000",Single Family,1496 sqft,1
4,4 + 2,House,51.115462,-114.220102,Freehold,"$499,000",Single Family,2112 sqft,2
3,3 + 0,House,51.135956,-114.229442,Freehold,"$499,000",Single Family,1818 sqft,2
3,3 + 0,House,51.138024,-114.122055,Freehold,"$499,000",Single Family,1720 sqft,2
3,4 + 0,House,51.14625,-114.214214,Freehold,"$499,000",Single Family,1994 sqft,2
4,3 + 2,House,51.163658,-114.137957,Freehold,"$499,000",Single Family,1866 sqft,2
3,3 + 1,House,51.182085,-114.480439,Freehold,"$499,000",Single Family,1844 sqft,2
3,3 + 0,House,51.195983,-114.422157,Bare Land Condo,"$499,000",Single Family,2148 sqft,2
3,1 + 2,House,51.089408,-114.244459,Freehold,"$499,500",Single Family,1440 sqft,1
4,3 + 1,House,51.116942,-113.940666,Freehold,"$499,500",Single Family,1861 sqft,2
4,4 + 3,House,51.124015,-113.966422,Freehold,"$499,500",Single Family,2006 sqft,2
4,3 + 2,House,51.17289,-114.054022,Freehold,"$499,777",Single Family,2157 sqft,2
3,3 + 0,House,51.169733,-114.099215,Freehold,"$499,800",Single Family,1947 sqft,2
3,2 + 0,Row / Townhouse,51.077332,-114.054838,Condominium/Strata,"$499,880",Single Family,1163 sqft,2
3,3 + 0,House,50.870111,-114.038619,Freehold,"$499,900",Single Family,1982 sqft,2
3,3 + 0,House,50.876279,-113.969956,Freehold,"$499,900",Single Family,2182 sqft,2
3,3 + 0,House,50.877146,-113.967443,Freehold,"$499,900",Single Family,2118 sqft,2
3,4 + 0,House,50.88056,-114.037634,Freehold,"$499,900",Single Family,2199 sqft,2
2,2 + 0,Apartment,50.897047,-113.935651,Condominium/Strata,"$499,900",Single Family,869 sqft,1
4,3 + 1,House,50.90395,-114.122445,Freehold,"$499,900",Single Family,2259 sqft,2
3,3 + 1,House,50.910537,-114.091663,Freehold,"$499,900",Single Family,1716 sqft,2
4,3 + 0,House,50.915176,-114.114502,Freehold,"$499,900",Single Family,2114 sqft,2
4,3 + 1,House,50.921395,-114.003237,Freehold,"$499,900",Single Family,2059 sqft,2
3,3 + 0,House,50.937188,-114.075037,Freehold,"$499,900",Single Family,1333 sqft,1
3,3 + 2,House,50.954058,-114.086865,Freehold,"$499,900",Single Family,1307 sqft,1.5000
3,3 + 0,House,50.962895,-113.666958,Freehold,"$499,900",Single Family,2134 sqft,2
3,3 + 1,House,50.963347,-113.661737,Freehold,"$499,900",Single Family,2073 sqft,2
2,3 + 1,House,50.969976,-114.047263,Freehold,"$499,900",Single Family,1034 sqft,1
2,4 + 0,House,50.981052,-114.081428,Freehold,"$499,900",Single Family,1345 sqft,2
3,3 + 1,House,51.000454,-114.120977,Freehold,"$499,900",Single Family,1203 sqft,1
3,2 + 2,Duplex,51.013524,-114.188452,Bare Land Condo,"$499,900",Single Family,1301 sqft,1
2,3 + 2,House,51.020639,-114.15231,Freehold,"$499,900",Single Family,1585 sqft,1
3,2 + 0,Row / Townhouse,51.021375,-114.061975,Freehold,"$499,900",Single Family,1477 sqft,2
3,1 + 1,Duplex,51.021561,-114.185487,Freehold,"$499,900",Single Family,1259 sqft,1
4,3 + 0,House,50.915176,-114.114502,Freehold,"$499,900",Single Family,2114 sqft,2
3,3 + 1,House,50.963347,-113.661737,Freehold,"$499,900",Single Family,2073 sqft,2
3,3 + 1,House,50.910537,-114.091663,Freehold,"$499,900",Single Family,1716 sqft,2
3,3 + 0,House,50.962895,-113.666958,Freehold,"$499,900",Single Family,2134 sqft,2
4,3 + 1,House,50.921395,-114.003237,Freehold,"$499,900",Single Family,2059 sqft,2
3,2 + 2,Duplex,51.013524,-114.188452,Bare Land Condo,"$499,900",Single Family,1301 sqft,1
4,2 + 0,Row / Townhouse,51.034365,-114.103143,Condominium/Strata,"$499,900",Single Family,1421 sqft,3
2,4 + 0,House,50.981052,-114.081428,Freehold,"$499,900",Single Family,1345 sqft,2
2,3 + 1,House,50.969976,-114.047263,Freehold,"$499,900",Single Family,1034 sqft,1
3,3 + 0,House,50.937188,-114.075037,Freehold,"$499,900",Single Family,1333 sqft,1
3,3 + 2,House,50.954058,-114.086865,Freehold,"$499,900",Single Family,1307 sqft,1.5000
2,2 + 0,Apartment,50.897047,-113.935651,Condominium/Strata,"$499,900",Single Family,869 sqft,1
4,3 + 1,House,50.90395,-114.122445,Freehold,"$499,900",Single Family,2259 sqft,2
3,3 + 0,House,50.877146,-113.967443,Freehold,"$499,900",Single Family,2118 sqft,2
3,4 + 0,House,50.88056,-114.037634,Freehold,"$499,900",Single Family,2199 sqft,2
3,3 + 0,House,50.876279,-113.969956,Freehold,"$499,900",Single Family,2182 sqft,2
3,3 + 0,House,50.870111,-114.038619,Freehold,"$499,900",Single Family,1982 sqft,2
4,4 + 0,House,51.165233,-114.149619,Freehold,"$499,900",Single Family,2288 sqft,2
3,3 + 0,House,51.156684,-114.135264,Freehold,"$499,900",Single Family,2223 sqft,2
3,3 + 1,House,51.161581,-114.134486,Freehold,"$499,900",Single Family,1973 sqft,2
3,3 + 0,House,51.157517,-114.15408,Freehold,"$499,900",Single Family,1965 sqft,2
3,3 + 2,House,51.140488,-114.085009,Freehold,"$499,900",Single Family,1867 sqft,1
4,3 + 1,House,51.14496,-114.192423,Freehold,"$499,900",Single Family,2172 sqft,2
5,3 + 1,Duplex,51.177002,-114.147719,Freehold,"$499,900",Single Family,1713 sqft,2
3,3 + 0,House,51.179321,-114.081494,Freehold,"$499,900",Single Family,1788 sqft,2
4,4 + 1,House,51.135675,-114.17084,Freehold,"$499,900",Single Family,2006 sqft,2
4,3 + 0,House,51.185233,-114.073387,Freehold,"$499,900",Single Family,1950 sqft,3
3,2 + 1,Duplex,51.140044,-114.244003,Bare Land Condo,"$499,900",Single Family,1244 sqft,1
2,2 + 0,Apartment,51.123827,-114.234979,Condominium/Strata,"$499,900",Single Family,1342 sqft,1
3,3 + 0,House,51.178222,-114.151778,Freehold,"$499,900",Single Family,2176 sqft,2
4,3 + 2,House,51.195422,-114.514336,Freehold,"$499,900",Single Family,1879 sqft,2
4,3 + 0,House,51.117464,-114.216614,Freehold,"$499,900",Single Family,1975 sqft,2
1,2 + 0,House,51.05792,-114.105878,Freehold,"$499,900",Single Family,1005 sqft,2
2,3 + 1,House,51.081556,-114.098971,Freehold,"$499,900",Single Family,1119 sqft,1
4,4 + 1,House,51.048087,-113.832421,Freehold,"$499,900",Single Family,2588 sqft,2
2,2 + 0,Apartment,51.053195,-114.066388,Condominium/Strata,"$499,900",Single Family,862 sqft,1
4,3 + 0,House,51.090849,-114.266331,Freehold,"$499,900",Single Family,1911 sqft,2
3,3 + 0,House,51.03872,-113.829437,Freehold,"$499,900",Single Family,2368 sqft,2
4,2 + 1,Row / Townhouse,51.069963,-114.071271,Condominium/Strata,"$499,900",Single Family,1164 sqft,2
4,2 + 1,Row / Townhouse,51.074543,-114.100984,Condominium/Strata,"$499,900",Single Family,1128 sqft,3
3,2 + 2,House,51.112857,-113.605509,Freehold,"$499,900",Single Family,1300 sqft,1
3,2 + 0,Row / Townhouse,51.065428,-114.060886,Condominium/Strata,"$499,900",Single Family,1437 sqft,2
4,4 + 1,House,51.14721,-114.111653,Freehold,"$499,900",Single Family,2324 sqft,2
3,3 + 1,House,51.192963,-114.482326,Freehold,"$499,900",Single Family,1481 sqft,1.5000
3,3 + 2,House,51.193307,-114.510092,Freehold,"$499,900",Single Family,1799 sqft,2
3,2 + 1,Duplex,51.133829,-114.19006,Freehold,"$499,900",Single Family,1200 sqft,1
3,3 + 0,House,51.162072,-114.156612,Freehold,"$499,900",Single Family,1894 sqft,2
4,3 + 1,House,51.165509,-114.139024,Freehold,"$499,988",Single Family,1885 sqft,2
3,3 + 0,House,51.019241,-114.077572,Freehold,"$499,999",Single Family,1313 sqft,2
3,3 + 2,House,50.943407,-114.083361,Freehold,"$499,999",Single Family,1231 sqft,1
4,3 + 1,House,50.914856,-114.105422,Freehold,"$500,000",Single Family,2180 sqft,2
2,3 + 1,House,50.94662,-114.034864,Freehold,"$500,000",Single Family,948 sqft,1
1,3 + 1,House,51.032148,-114.151255,Freehold,"$500,000",Single Family,1013 sqft,1
3,2 + 2,House,50.857478,-114.00385,Freehold,"$500,000",Single Family,1337 sqft,1
3,3 + 0,House,50.871708,-113.968193,Freehold,"$500,000",Single Family,2213 sqft,2
4,3 + 1,House,50.881308,-114.082574,Freehold,"$500,000",Single Family,1597 sqft,2
3,3 + 0,House,50.894795,-113.955528,Freehold,"$500,000",Single Family,2098 sqft,2
4,3 + 1,House,50.888827,-114.085453,Freehold,"$500,000",Single Family,2544 sqft,2
4,2 + 1,Duplex,51.035597,-114.17387,Bare Land Condo,"$500,000",Single Family,1572 sqft,2
4,3 + 1,House,51.153065,-114.225119,Freehold,"$500,000",Single Family,2017 sqft,2
3,3 + 0,House,51.15198,-113.967573,Freehold,"$500,000",Single Family,2463 sqft,2
3,2 + 2,House,51.045702,-113.403197,Freehold,"$500,000",Single Family,1683 sqft,1
3,3 + 0,Duplex,51.051207,-114.209333,Bare Land Condo,"$500,000",Single Family,1919 sqft,2
2,3 + 1,House,51.035936,-114.16099,Freehold,"$500,000",Single Family,1167 sqft,1
3,3 + 2,House,51.058148,-113.813566,Freehold,"$500,000",Single Family,1575 sqft,1
4,3 + 2,House,51.121017,-114.139643,Freehold,"$500,000",Single Family,2122 sqft,2
4,3 + 1,House,51.159436,-114.07475,Freehold,"$500,000",Single Family,1918 sqft,2
2,2 + 0,Apartment,50.897544,-113.935694,Condominium/Strata,"$501,900",Single Family,874 sqft,1
2,2 + 0,Apartment,50.897354,-113.935501,Condominium/Strata,"$501,900",Single Family,1032 sqft,1
2,2 + 0,Apartment,50.897073,-113.933368,Condominium/Strata,"$501,900",Single Family,982 sqft,1
3,4 + 0,House,51.090772,-114.239047,Freehold,"$504,000",Single Family,2121 sqft,2
3,3 + 0,House,50.915667,-113.924885,Freehold,"$504,900",Single Family,2474 sqft,2
3,2 + 2,House,50.938342,-113.989649,Freehold,"$504,900",Single Family,1540 sqft,1
4,3 + 1,House,50.90382,-113.916541,Freehold,"$504,900",Single Family,1862 sqft,2
3,4 + 1,House,50.903235,-114.036414,Freehold,"$504,900",Single Family,1859 sqft,2
3,4 + 2,House,51.106924,-114.064911,Freehold,"$505,000",Single Family,1617 sqft,1
3,3 + 3,House,51.063679,-113.97012,Freehold,"$505,000",Single Family,1477 sqft,1
2,3 + 1,House,51.081695,-114.053246,Freehold,"$505,000",Single Family,956 sqft,1
3,3 + 0,House,51.136022,-114.186913,Freehold,"$505,000",Single Family,1611 sqft,2
3,3 + 0,House,51.176031,-114.120822,Freehold,"$505,000",Single Family,2061 sqft,2
3,3 + 1,House,51.10626,-114.067452,Freehold,"$507,000",Single Family,1226 sqft,2
3,3 + 1,House,51.063551,-113.411224,Freehold,"$508,000",Single Family,1502 sqft,1.5000
3,3 + 0,House,51.13402,-114.163179,Freehold,"$508,000",Single Family,2084 sqft,2
3,3 + 0,House,51.169185,-114.074168,Freehold,"$508,000",Single Family,2062 sqft,2
3,3 + 0,Row / Townhouse,50.923983,-114.079787,Condominium/Strata,"$508,900",Single Family,1464 sqft,3
4,3 + 0,House,50.912876,-114.097823,Freehold,"$509,000",Single Family,1703 sqft,2
2,3 + 0,Duplex,51.014959,-114.109295,Freehold,"$509,000",Single Family,1044 sqft,2
3,3 + 0,House,50.89371,-113.955866,Freehold,"$509,000",Single Family,2104 sqft,2
3,3 + 1,House,50.961012,-114.053971,Freehold,"$509,000",Single Family,1368 sqft,1.5000
3,2 + 2,Duplex,51.080064,-114.179674,Freehold,"$509,000",Single Family,1343 sqft,1
4,2 + 1,Duplex,51.059557,-114.216435,Freehold,"$509,000",Single Family,1322 sqft,2
4,2 + 2,House,51.016848,-114.177847,Freehold,"$509,000",Single Family,1571 sqft,2
4,3 + 2,Row / Townhouse,51.096485,-114.171516,Condominium/Strata,"$509,000",Single Family,2161 sqft,2
