BathroomTotal,Bedrooms,BuildingType,Latitude,Longitude,OwnershipType,Price,PropertyType,SizeInterior,StoriesTotal
4,4,House,43.7076422,-79.8424635,Freehold,"$1,139,000",Single Family,,2
4,4,House,43.6338036,-79.8700102,Freehold,"$1,139,900",Single Family,,2
2,3 + 1,House,43.8877511,-79.4186724,Freehold,"$1,139,900",Single Family,,1
0,4,House,43.809595,-79.729601,Freehold,"$1,140,000",Single Family,2890 sqft,2
2,2,Apartment,43.6702,-79.3865,Condominium/Strata,"$1,140,000",Single Family,,
3,3,Row / Townhouse,43.8232896,-79.4263773,Condominium/Strata,"$1,142,000",Single Family,,2
4,4,House,43.8498243,-79.5565439,Freehold,"$1,144,990",Single Family,,3
4,4,House,43.8496664,-79.5565259,Freehold,"$1,144,990",Single Family,,3
4,4 + 1,House,43.825864,-79.3901316,Freehold,"$1,145,000",Single Family,,2
4,5,House,43.6663783305167,-79.7994275470451,Freehold,"$1,145,000",Single Family,,2
2,2 + 1,House,43.6278957,-79.5041541,Freehold,"$1,145,000",Single Family,,1.5000
2,3 + 1,House,43.6041004,-79.5945371,Freehold,"$1,145,000",Single Family,,
3,3,Row / Townhouse,43.7784625,-79.4205082,Condominium/Strata,"$1,145,900",Single Family,,
3,3,Apartment,43.7652954,-79.4124779,Condominium/Strata,"$1,148,000",Single Family,,
0,,Other,43.7704694,-79.4322581,,"$1,148,000",Single Family,,
0,,Other,43.7704694,-79.4322581,,"$1,148,000",Single Family,,
3,3,House,43.8313135,-79.4768922,Freehold,"$1,148,000",Single Family,,2
4,4 + 1,House,43.8619452,-79.5213292,Freehold,"$1,148,000",Single Family,,2
4,4 + 2,House,43.5845005,-79.7027156,Freehold,"$1,148,000",Single Family,,2
2,2 + 2,House,43.6304132,-79.5169366,Freehold,"$1,148,000",Single Family,,1
3,3,House,43.5801976,-79.5622245,Freehold,"$1,148,800",Single Family,,1
5,4 + 1,House,43.6083007,-79.6028969,Freehold,"$1,149,000",Single Family,,
4,4 + 1,House,43.5598716,-79.7009403,Freehold,"$1,149,000",Single Family,,2
3,4,House,43.7077488,-79.2985568,Freehold,"$1,149,000",Single Family,,2
4,4,House,43.7072577,-79.8378837,Freehold,"$1,149,000",Single Family,,2
4,4,House,43.8655608,-79.4320168,Freehold,"$1,149,000",Single Family,,2
2,2 + 1,House,43.8878421,-79.7186659,Freehold,"$1,149,000",Single Family,,1
4,4,House,43.8840594394629,-79.851565528767,Freehold,"$1,149,000",Single Family,,2
2,3 + 1,House,43.8736793,-79.4522154,Freehold,"$1,149,000",Single Family,,1
2,3 + 2,House,43.7649705,-79.4522593,Freehold,"$1,149,000",Single Family,,1
3,4 + 1,House,43.7539883,-79.8759241,Freehold,"$1,149,000",Single Family,,1
6,5 + 3,House,43.7783397,-79.7526275,Freehold,"$1,149,000",Single Family,,2
5,4 + 1,House,43.7793926,-79.6985513,Freehold,"$1,149,000",Single Family,,2
5,4 + 1,House,43.7903736,-79.1409306,Freehold,"$1,149,000",Single Family,,2
6,5 + 3,House,43.7866115,-79.6678837,Freehold,"$1,149,000",Single Family,,2
3,4 + 1,House,43.8171222,-79.0802209,Freehold,"$1,149,000",Single Family,,2
3,2,Apartment,43.8062276,-79.4237271,Condominium/Strata,"$1,149,000",Single Family,,
2,3,House,43.6597751782356,-79.4861929802275,Freehold,"$1,149,800",Single Family,,2
4,3 + 1,House,43.6073574,-79.5970605,Freehold,"$1,149,888",Single Family,,2
3,4 + 1,House,43.55951,-79.693581,Freehold,"$1,149,900",Single Family,,2
4,4 + 1,House,43.559521,-79.6935979,Freehold,"$1,149,900",Single Family,,2
4,4 + 1,House,43.5449581,-79.70311,Freehold,"$1,149,900",Single Family,,2
5,4 + 2,House,43.5122569,-79.8471587,Freehold,"$1,149,900",Single Family,,2
3,2 + 1,House,43.6228183,-79.4986503,Freehold,"$1,149,900",Single Family,,1
4,4,House,43.6610382,-79.7816142,Freehold,"$1,149,900",Single Family,,2
2,2 + 1,House,43.6607842,-79.4235,Freehold,"$1,149,900",Single Family,,2
6,5 + 3,House,43.684801,-79.8492987,Freehold,"$1,149,900",Single Family,,2
3,3,House,43.6930073632758,-80.0059825433777,Freehold,"$1,149,900",Single Family,,2
3,3,House,43.69311,-80.00599,Freehold,"$1,149,900",Single Family,,2
4,4,House,43.6936565,-79.2633807,Freehold,"$1,149,900",Single Family,,2
5,4 + 1,House,43.717405,-79.5349432,Freehold,"$1,149,900",Single Family,,2
4,5,House,43.7930154,-79.6738251,Freehold,"$1,149,900",Single Family,,2
3,3 + 2,House,43.755052,-80.067418,Freehold,"$1,149,900",Single Family,2400 sqft,1
3,2,Apartment,43.7441388,-79.4016343,Condominium/Strata,"$1,149,900",Single Family,,
3,3 + 2,House,43.7584371,-80.0651458,Freehold,"$1,149,900",Single Family,,1
3,3 + 4,House,43.7704571022058,-80.1402746682179,Freehold,"$1,149,900",Single Family,,
3,4,House,43.8946796,-79.4004231,Freehold,"$1,149,900",Single Family,,2
4,4 + 1,House,43.8284291,-79.6503002,Freehold,"$1,149,900",Single Family,,2
5,4,House,43.6361154,-79.8719142,Freehold,"$1,149,990",Single Family,,2
2,3,House,43.5761559,-79.5890246,Freehold,"$1,149,997",Single Family,,1
4,4,House,43.5989722,-79.6153583,Freehold,"$1,149,999",Single Family,,2
3,4 + 1,House,43.6347844,-79.7337013,Freehold,"$1,149,999",Single Family,,2
5,5,House,43.7073291,-79.8416482,Freehold,"$1,149,999",Single Family,,2
4,5,House,43.7584828,-79.8257567,Freehold,"$1,149,999",Single Family,,2
3,4,House,43.7845587,-79.3090126,Freehold,"$1,149,999",Single Family,,2
2,2,Apartment,43.7833031,-79.5806665,Condominium/Strata,"$1,150,000",Single Family,,
3,4 + 1,House,43.7948445,-79.4605108,Freehold,"$1,150,000",Single Family,,2
3,3 + 1,Apartment,43.7746599,-79.4124153,Condominium/Strata,"$1,150,000",Single Family,,
6,5 + 2,House,43.7679526,-79.7397465,Freehold,"$1,150,000",Single Family,,2
3,2,House,43.738965,-80.118116,Freehold,"$1,150,000",Single Family,,1
4,4 + 1,House,43.8241324,-79.005853,Freehold,"$1,150,000",Single Family,,
4,4 + 2,House,43.8351349,-79.4872839,Freehold,"$1,150,000",Single Family,,2
3,4 + 1,House,43.8491771,-79.5177978,Freehold,"$1,150,000",Single Family,,1
4,3 + 1,House,43.8651582,-79.4591783,Freehold,"$1,150,000",Single Family,,2
4,3 + 1,House,43.866333,-79.4537977,Freehold,"$1,150,000",Single Family,,2
4,3 + 1,House,43.8608859,-80.1174084,Freehold,"$1,150,000",Single Family,,1.5000
2,3,House,43.8715924,-79.4322877,Freehold,"$1,150,000",Single Family,,1
2,3 + 1,Apartment,43.8667672,-79.2934747,Condominium/Strata,"$1,150,000",Single Family,,
4,4 + 1,Row / Townhouse,43.8533251,-79.468481,Freehold,"$1,150,000",Single Family,,3
4,4,House,43.8932397,-79.2136283,,"$1,150,000",Single Family,,2
1,2,House,43.89856,-78.809046,Freehold,"$1,150,000",Single Family,,1
3,3 + 2,House,43.8739484,-79.43273,Freehold,"$1,150,000",Single Family,,2
2,2,Apartment,43.8902752,-79.3314456,Condominium/Strata,"$1,150,000",Single Family,,
2,3,House,43.6799125,-79.4502484,Freehold,"$1,150,000",Single Family,,2
2,2 + 1,House,43.679933,-79.450185,Freehold,"$1,150,000",Single Family,1737.0000,2
1,3,House,43.6594296,-79.4077264,Freehold,"$1,150,000",Single Family,,2
3,3,Row / Townhouse,43.6648238,-79.3321747,Condominium/Strata,"$1,150,000",Single Family,,
2,2,Apartment,43.662407,-79.3859435,Condominium/Strata,"$1,150,000",Single Family,,
2,2 + 1,Apartment,43.6685778,-79.3844795,Condominium/Strata,"$1,150,000",Single Family,,
3,4,House,43.6316641,-79.594603,Freehold,"$1,150,000",Single Family,,2
3,3,Apartment,43.6313539,-79.4746095,Condominium/Strata,"$1,150,000",Single Family,,
3,2 + 1,Row / Townhouse,43.6216163,-79.4829207,Condominium/Strata,"$1,150,000",Single Family,,
2,3,House,43.6472767,-79.4347587,Freehold,"$1,150,000",Single Family,,2
2,2,Apartment,43.6490665,-79.37693,Condominium/Strata,"$1,150,000",Single Family,,
4,4 + 1,House,43.604683,-79.726684,Freehold,"$1,150,000",Single Family,,2
4,4 + 1,House,43.6046726,-79.7266889,Freehold,"$1,150,000",Single Family,,2
4,4 + 2,House,43.5319795,-79.8436383,Freehold,"$1,150,000",Single Family,,2
4,4,House,43.5298181,-79.7083698,Freehold,"$1,150,000",Single Family,,2
3,2 + 1,Apartment,43.6634245,-79.3292709,Condominium/Strata,"$1,151,000",Single Family,,
6,4 + 2,House,43.6630706,-79.8013634,Freehold,"$1,155,000",Single Family,,2
3,3 + 1,House,43.6026592,-79.5608514,Freehold,"$1,155,000",Single Family,,1
3,3,Row / Townhouse,43.7585853,-79.4065336,Condominium/Strata,"$1,155,000",Single Family,,3
4,4,House,43.9062583,-79.3932752,Freehold,"$1,155,990",Single Family,,3
3,2 + 1,Apartment,43.7951139,-79.3536637,Condominium/Strata,"$1,158,000",Single Family,,
2,2 + 1,House,43.717529,-79.477046,Freehold,"$1,158,000",Single Family,,1
5,4 + 2,House,43.5845722,-79.6887757,Freehold,"$1,158,800",Single Family,,2
4,4,House,43.5686435,-79.6717205,Freehold,"$1,159,000",Single Family,,2
4,4,House,43.529431,-79.707462,Freehold,"$1,159,000",Single Family,,2
4,4,House,43.5294717,-79.7070111,Freehold,"$1,159,000",Single Family,,2
2,4,House,43.5217619,-79.6408682,Freehold,"$1,159,000",Single Family,,
5,4 + 2,House,43.554577,-79.7329533,Freehold,"$1,159,000",Single Family,,2
5,4,House,43.554686,-79.732926,Freehold,"$1,159,000",Single Family,3025 sqft,2
4,4,House,43.6727545,-79.7399218,Freehold,"$1,159,000",Single Family,,2
3,4,Row / Townhouse,43.8217029,-79.3918343,Freehold,"$1,159,000",Single Family,,3
3,3,Row / Townhouse,43.783004,-79.3991021,Freehold,"$1,159,000",Single Family,,3
3,4,House,43.7817198,-79.4555778,Freehold,"$1,159,000",Single Family,,2
4,4 + 1,House,43.7931881,-79.4745412,Freehold,"$1,159,000",Single Family,,
5,4 + 3,House,43.7316537,-79.6316346,Freehold,"$1,159,800",Single Family,,
5,4 + 2,House,43.7154821,-79.6540148,Freehold,"$1,159,900",Single Family,,2
5,3 + 2,House,43.8391333,-79.5069216,Freehold,"$1,159,900",Single Family,,2
5,4,House,43.6321102,-79.8694647,Freehold,"$1,159,990",Single Family,,2
4,5,House,43.7931269,-79.7492976,Freehold,"$1,160,000",Single Family,,2
2,2 + 1,Apartment,43.6666437,-79.3159457,Condominium/Strata,"$1,162,990",Single Family,,
3,3,House,43.6497367,-79.9309941,Freehold,"$1,163,000",Single Family,,1.5000
3,4 + 1,House,43.5560482,-79.8722171,Freehold,"$1,164,900",Single Family,,2
3,4 + 1,House,43.556302,-79.871806,Freehold,"$1,164,900",Single Family,2400 sqft,2
4,4 + 2,House,43.5549896,-79.7051266,Freehold,"$1,165,000",Single Family,,2
2,3,Apartment,43.6464107,-79.3934801,Condominium/Strata,"$1,165,000",Single Family,,
2,3 + 1,House,43.6864764,-79.3445442,Freehold,"$1,165,000",Single Family,,2
4,5,House,43.650728,-79.7512312,Freehold,"$1,165,990",Single Family,,2
4,4 + 1,House,43.8572896,-79.4247198,Freehold,"$1,168,000",Single Family,,2
5,4,House,43.8963997,-79.2688262,Freehold,"$1,168,000",Single Family,,2
4,4 + 1,House,43.888935,-79.3102525,Freehold,"$1,168,000",Single Family,,2
4,3 + 1,House,43.891486,-79.3647496,Freehold,"$1,168,000",Single Family,,2
4,4 + 1,House,43.832086,-79.5494337,Freehold,"$1,168,880",Single Family,,2
2,2 + 1,Apartment,43.6540854,-79.3541717,Condominium/Strata,"$1,168,900",Single Family,,
2,3,Apartment,43.600948,-79.54527,Condominium/Strata,"$1,168,990",Single Family,,
4,3 + 1,House,43.5228908,-79.6714135,Freehold,"$1,169,000",Single Family,,
4,3 + 1,House,43.522962,-79.671263,Freehold,"$1,169,000",Single Family,,
2,2 + 1,Row / Townhouse,43.6427426,-79.4128898,Condominium/Strata,"$1,169,000",Single Family,,2
2,4,House,43.6692765,-79.4357202,Freehold,"$1,169,000",Single Family,,2
3,3,Row / Townhouse,43.6711528,-79.3128693,Freehold,"$1,169,000",Single Family,,3
3,2,Apartment,43.7245766,-79.4146301,Condominium/Strata,"$1,169,000",Single Family,,2
2,3,House,43.6909793,-79.4351588,Freehold,"$1,169,000",Single Family,,2
3,4 + 2,House,43.6968849,-79.3211838,Freehold,"$1,169,000",Single Family,,1.5000
5,5,House,43.7134819447572,-79.8422872302143,Freehold,"$1,169,900",Single Family,,2
4,4,House,43.6497229,-79.8755344,Freehold,"$1,169,900",Single Family,,2
4,4 + 1,House,43.6263882,-79.7618263,Freehold,"$1,169,900",Single Family,,2
3,4,House,43.893947,-79.462414,Freehold,"$1,169,900",Single Family,2733 sqft,2
3,4,House,43.8939424,-79.462332,Freehold,"$1,169,900",Single Family,,2
5,5 + 2,House,43.7937456415794,-79.6835996460327,Freehold,"$1,169,999",Single Family,,2
3,2 + 1,Duplex,43.6676801,-79.3190323,,"$1,170,000",Single Family,,2
2,2 + 1,Apartment,43.6383856,-79.4135437,Condominium/Strata,"$1,174,900",Single Family,,
4,4,House,43.6276541,-79.719984,Freehold,"$1,175,000",Single Family,,2
3,3,Row / Townhouse,43.6259349,-79.492636,Freehold,"$1,175,000",Single Family,,3
3,2,Apartment,43.520019,-79.620436,Condominium,"$1,175,000",Single Family,1490 sqft,1
3,2 + 1,Apartment,43.5200777,-79.6204732,Condominium/Strata,"$1,175,000",Single Family,,
2,3,Apartment,43.6606054,-79.3786354,Condominium/Strata,"$1,175,000",Single Family,,
4,4,House,43.7197915,-79.2740435,Freehold,"$1,175,000",Single Family,,2
2,2,House,43.7065147,-79.2317662,Condominium/Strata,"$1,175,000",Single Family,,2
2,2,House,43.7065147,-79.2317662,Freehold,"$1,175,000",Single Family,,2
3,3,Row / Townhouse,43.8823409,-79.3157661,Freehold,"$1,175,000",Single Family,,3
5,4 + 2,House,43.8820482916507,-79.8567433284381,Freehold,"$1,175,000",Single Family,,2
2,2 + 1,Apartment,43.6695496,-79.3837757,Condominium/Strata,"$1,176,000",Single Family,,
4,4,House,43.665887,-79.7920895,Freehold,"$1,176,000",Single Family,,2
3,3,House,43.6497367,-79.9309941,Freehold,"$1,177,000",Single Family,,1
4,3 + 1,Row / Townhouse,43.8482831,-79.4261031,Freehold,"$1,177,000",Single Family,,2
2,3,House,43.6296953,-79.496818,Freehold,"$1,178,888",Single Family,,1
3,3,House,43.6218278,-79.502361,Freehold,"$1,179,000",Single Family,,2
3,2 + 1,House,43.617146,-80.138016,Freehold,"$1,179,000",Single Family,2547 sqft,1
3,3,House,43.6169563,-80.1376837,Freehold,"$1,179,000",Single Family,,1
4,4 + 1,House,43.6338036,-79.8700102,Freehold,"$1,179,000",Single Family,,2
4,3 + 1,House,43.5958818,-79.5820509,Freehold,"$1,179,000",Single Family,,1
2,2 + 1,House,43.5748773,-79.5878883,Freehold,"$1,179,000",Single Family,,1
4,5,House,43.7162104,-79.8384935,Freehold,"$1,179,000",Single Family,,2
4,4 + 2,House,43.8638869,-79.2248563,Freehold,"$1,179,000",Single Family,,2
3,3,House,43.8763365934588,-79.8560756133821,Freehold,"$1,179,000",Single Family,,2
4,4 + 3,House,43.8966826,-79.4223737,Freehold,"$1,179,000",Single Family,,2
6,4 + 2,House,43.7980649,-79.6763085,Freehold,"$1,179,000",Single Family,,2
5,4 + 2,House,43.7864562,-79.6792902,Freehold,"$1,179,000",Single Family,,2
2,3 + 1,House,43.7639753,-79.3668349,Freehold,"$1,179,000",Single Family,,1
5,4 + 1,House,43.7106835,-79.2631858,Freehold,"$1,179,900",Single Family,,2
4,4 + 1,House,43.5397989,-79.6639421,Freehold,"$1,180,000",Single Family,,2
2,2,Apartment,43.6395749,-79.3791677,Condominium/Strata,"$1,180,000",Single Family,,
3,2 + 1,Apartment,43.6252596,-79.4779028,Condominium/Strata,"$1,180,000",Single Family,,
5,4 + 2,House,43.7656166,-79.750349,Freehold,"$1,180,000",Single Family,,2
2,3,House,43.7384584,-79.4365264,Freehold,"$1,180,000",Single Family,,1
4,4,House,43.7359999269595,-79.2903118086546,Freehold,"$1,180,000",Single Family,,3
4,4 + 1,House,43.9048247,-79.2818892,Freehold,"$1,180,000",Single Family,,2
3,2,House,43.8757193,-79.4368696,Freehold,"$1,180,000",Single Family,,2
2,3,House,43.8811366,-79.4435121,Freehold,"$1,180,000",Single Family,,1
3,3,Row / Townhouse,43.879827,-79.3174169,Condominium/Strata,"$1,180,000",Single Family,,3
4,4 + 2,House,43.8562769,-79.247736,Freehold,"$1,180,000",Single Family,,2
3,4,House,43.8607743,-79.5088984,Freehold,"$1,180,000",Single Family,,2
6,4 + 2,House,43.8305242,-79.3104273,Freehold,"$1,180,000",Single Family,,2
4,4,House,43.8269276,-79.4701029,Freehold,"$1,180,000",Single Family,,2
4,4 + 1,House,43.7626301,-79.7435145,Freehold,"$1,183,000",Single Family,,2
5,4,House,43.8786934644073,-78.9677129793728,Freehold,"$1,184,900",Single Family,,2.5000
4,4 + 2,House,43.8889545,-79.2218753,Freehold,"$1,184,990",Single Family,,2
4,4,House,43.8493363,-79.5564497,Freehold,"$1,184,990",Single Family,,3
3,3 + 2,House,43.8857259,-79.4195079,Freehold,"$1,185,000",Single Family,,1
3,3 + 3,House,43.7753157,-79.3174424,Freehold,"$1,185,000",Single Family,,1
2,3 + 2,House,43.7310077,-79.5842798,Freehold,"$1,185,000",Single Family,,1
5,4,House,43.7248883,-79.2574707,Freehold,"$1,188,000",Single Family,,2
4,3 + 1,House,43.7036099,-79.5135105,Freehold,"$1,188,000",Single Family,,2
4,2 + 1,House,43.6961111,-79.7481147,Freehold,"$1,188,000",Single Family,,1.5000
2,2,Apartment,43.6669805,-79.3888889,Condominium/Strata,"$1,188,000",Single Family,,
2,2,Apartment,43.6669805,-79.3888889,Condominium/Strata,"$1,188,000",Single Family,,
2,1,Apartment,43.6703971,-79.3950228,Condominium/Strata,"$1,188,000",Single Family,,
2,2,Apartment,43.6723158,-79.3888155,Condominium/Strata,"$1,188,000",Single Family,,
3,4,House,43.6849998,-79.4838695,Freehold,"$1,188,000",Single Family,,2
3,4,Triplex,43.6342741,-79.4269107,,"$1,188,000",Single Family,,2.5000
2,3 + 2,House,43.7986324,-79.3603303,Freehold,"$1,188,000",Single Family,,1
3,3,Apartment,43.7653137,-79.4123622,Condominium/Strata,"$1,188,000",Single Family,,
2,2 + 1,Apartment,43.760315,-79.411703,Condominium/Strata,"$1,188,000",Single Family,,
3,4 + 1,Row / Townhouse,43.7494058,-79.3825668,Condominium/Strata,"$1,188,000",Single Family,,2
2,3 + 2,House,43.8837304,-79.4220741,Freehold,"$1,188,000",Single Family,,1
3,4,House,43.8948805,-79.4345882,Freehold,"$1,188,000",Single Family,,2
4,4 + 3,House,43.895146,-79.4612255,Freehold,"$1,188,000",Single Family,,2
3,4 + 1,House,43.8241899,-79.3927705,Freehold,"$1,188,000",Single Family,,
4,4 + 2,House,43.8388162,-79.2910279,Freehold,"$1,188,800",Single Family,,2
3,4,House,43.8645894,-79.2809444,Freehold,"$1,188,800",Single Family,,2
1,3,House,43.7583033,-79.3283801,Freehold,"$1,188,800",Single Family,,
3,4 + 1,House,43.8098005,-79.3685332,Freehold,"$1,188,888",Single Family,,2
4,3,Row / Townhouse,43.8445616,-79.416298,Freehold,"$1,188,888",Single Family,,2
2,4,House,43.8851578,-79.2642481,Freehold,"$1,189,000",Single Family,,2
2,3 + 2,House,43.876488,-79.422146,Freehold,"$1,189,000",Single Family,,1
2,2,Apartment,43.6461582,-79.3764182,Condominium/Strata,"$1,189,000",Single Family,,
4,4 + 2,House,43.541082,-79.6637398,Freehold,"$1,189,000",Single Family,,2
3,3,House,43.6705048,-79.321241,Freehold,"$1,189,000",Single Family,,2
2,3,House,43.7237079,-79.4096981,Freehold,"$1,189,000",Single Family,,2
5,4 + 1,House,43.7154337,-79.8336777,Freehold,"$1,189,000",Single Family,,2
2,2,Apartment,43.6702,-79.3865,Condominium/Strata,"$1,189,900",Single Family,,
3,4,House,43.5437851,-79.7418934,Freehold,"$1,189,900",Single Family,,2
5,4 + 2,House,43.6022466,-79.6785166,Freehold,"$1,189,900",Single Family,,2
2,2,Apartment,43.6468075,-79.4027979,Condominium/Strata,"$1,189,900",Single Family,,
4,3,Row / Townhouse,43.8590468,-79.5036444,Freehold,"$1,189,900",Single Family,,3
4,4,House,43.8624594,-79.557161,Freehold,"$1,189,905",Single Family,,2
5,4,House,43.8824228,-79.465593,Freehold,"$1,189,998",Single Family,,3
2,3 + 1,House,43.5221521012015,-79.7951901435166,Freehold,"$1,189,999",Single Family,,1
2,2 + 1,Apartment,43.659329,-79.3826747,Condominium/Strata,"$1,189,999",Single Family,,
3,4,House,43.6607082,-79.7965225,Freehold,"$1,190,000",Single Family,,2
4,4 + 1,House,43.5483107,-79.7106281,Freehold,"$1,190,000",Single Family,,2
5,5,House,43.636055,-79.868952,Freehold,"$1,190,000",Single Family,2133 sqft,2
5,5,House,43.6360914,-79.8689927,Freehold,"$1,190,000",Single Family,,2
2,2,Apartment,43.6377241,-79.3950796,Condominium/Strata,"$1,190,000",Single Family,,2
4,4,House,43.8339178,-79.554878,Freehold,"$1,190,000",Single Family,,2
3,4,House,43.8019336,-79.6256291,Freehold,"$1,190,000",Single Family,,2
3,4,House,43.8019336,-79.6256291,Freehold,"$1,190,000",Single Family,,2
2,3 + 1,House,43.802452,-79.4167255,Freehold,"$1,190,000",Single Family,,1
3,2 + 1,Apartment,43.7667159,-79.3859239,Condominium/Strata,"$1,190,000",Single Family,,
3,4,House,43.7743917,-79.7293892,Freehold,"$1,195,000",Single Family,,2
4,4 + 1,House,43.8219087,-79.3822142,,"$1,195,000",Single Family,,2
4,4,House,43.7807923,-79.7008627,Freehold,"$1,195,000",Single Family,,2
3,3,Row / Townhouse,43.6415228,-79.4182776,Condominium/Strata,"$1,195,000",Single Family,,3
4,4,House,43.5821311,-79.6746091,Freehold,"$1,195,000",Single Family,,2
3,2 + 1,Row / Townhouse,43.6750824,-79.4011776,Condominium/Strata,"$1,195,000",Single Family,,2
3,2,Apartment,43.5913257,-79.5609874,Condominium/Strata,"$1,196,000",Single Family,,
4,4,House,43.6681048,-79.8187922,Freehold,"$1,197,000",Single Family,,2
4,4 + 1,House,43.8917355,-79.5191766,Freehold,"$1,197,777",Single Family,,2
4,3 + 2,House,43.798852,-79.4539296,Freehold,"$1,197,999",Single Family,,2
3,4,House,43.805204,-79.5518889,Freehold,"$1,198,000",Single Family,,2
2,3 + 2,House,43.8078926,-79.4137037,Freehold,"$1,198,000",Single Family,,1
2,3 + 1,House,43.7754677,-79.441446,Freehold,"$1,198,000",Single Family,,1.5000
2,2,Apartment,43.7764806,-79.4156165,Condominium/Strata,"$1,198,000",Single Family,,
5,4 + 3,House,43.8343291,-79.2864918,Freehold,"$1,198,000",Single Family,,2
4,4 + 1,House,43.8315399,-78.9745203,Freehold,"$1,198,000",Single Family,,3
4,3 + 1,House,43.827598,-79.5612879,Freehold,"$1,198,000",Single Family,,2
5,4 + 1,House,43.8401321,-79.5748245,Freehold,"$1,198,000",Single Family,,2
1,3,House,43.8685811,-79.4283893,Freehold,"$1,198,000",Single Family,,1
2,2,Apartment,43.6679021,-79.3756819,Condominium/Strata,"$1,198,000",Single Family,,
3,3,Row / Townhouse,43.660768,-79.3656539,Condominium/Strata,"$1,198,000",Single Family,,
4,4,House,43.6769471,-79.8350873,Freehold,"$1,198,000",Single Family,,2
4,3,Duplex,43.6862507,-79.4496369,,"$1,198,000",Single Family,,3
3,3 + 1,House,43.692473,-79.5409592,Freehold,"$1,198,000",Single Family,,
2,2,House,43.5710116,-79.5662266,Freehold,"$1,198,000",Single Family,,1
2,3,Apartment,43.6419035,-79.379113,Condominium/Strata,"$1,198,000",Single Family,,
2,2,Apartment,43.6441277,-79.3894058,Condominium/Strata,"$1,198,000",Single Family,,
2,3,Apartment,43.6402232,-79.395951,Condominium/Strata,"$1,198,000",Single Family,,
4,4,House,43.6230076,-79.6538796,Freehold,"$1,198,000",Single Family,,2
4,4 + 1,House,43.6170319,-79.746187,Freehold,"$1,198,800",Single Family,,2
2,2,Apartment,43.6672109,-79.3891532,Condominium/Strata,"$1,198,800",Single Family,,
4,3,House,43.8538519,-79.2253115,Freehold,"$1,198,800",Single Family,,1
4,4 + 1,House,43.829099,-79.104178,Freehold,"$1,198,800",Single Family,,2
3,3 + 2,House,43.8961554,-79.4581929,Freehold,"$1,198,800",Single Family,,1
2,3 + 1,House,43.7346753,-79.5471505,Freehold,"$1,198,800",Single Family,,1
2,3,House,43.781007,-79.3618459,Freehold,"$1,198,888",Single Family,,1
4,4 + 1,House,43.575158,-79.689237,Freehold,"$1,198,888",Single Family,,2
4,4 + 1,House,43.5753054,-79.6890942,Freehold,"$1,198,888",Single Family,,2
2,4,House,43.5763457,-79.5891352,Freehold,"$1,199,000",Single Family,,2
4,5 + 2,House,43.5962534,-79.77561,Freehold,"$1,199,000",Single Family,,2
4,4,House,43.6025305,-79.6787797,Freehold,"$1,199,000",Single Family,,2
3,3 + 1,House,43.559196,-79.7270265,Freehold,"$1,199,000",Single Family,,1
3,3 + 1,House,43.559325,-79.727112,Freehold,"$1,199,000",Single Family,1743.0000,
3,4 + 3,House,43.6187303,-79.5077563,Freehold,"$1,199,000",Single Family,,
3,3,Row / Townhouse,43.6227968,-79.4833514,Condominium/Strata,"$1,199,000",Single Family,,2
4,3 + 1,House,43.6302953,-79.4868006,Freehold,"$1,199,000",Single Family,,2
3,2,Apartment,43.6368174,-79.474189,Condominium/Strata,"$1,199,000",Single Family,,
3,3,House,43.6320037,-79.4890995,Freehold,"$1,199,000",Single Family,,2
3,3,Row / Townhouse,43.6438505,-79.428381,Condominium/Strata,"$1,199,000",Single Family,,
4,3,House,43.6462579,-79.4351783,Freehold,"$1,199,000",Single Family,,2
5,4 + 2,House,43.6520655,-79.7250455,Freehold,"$1,199,000",Single Family,,2
2,2 + 1,Apartment,43.6687178,-79.3839957,Condominium/Strata,"$1,199,000",Single Family,,
3,4 + 2,House,43.665992,-79.4412733,Freehold,"$1,199,000",Single Family,,2
2,3 + 1,House,43.6648335,-79.3285721,Freehold,"$1,199,000",Single Family,,2
2,3 + 1,House,43.6655641,-79.5816559,Freehold,"$1,199,000",Single Family,,1
2,3,House,43.6627966,-79.3270378,Freehold,"$1,199,000",Single Family,,2
2,2 + 1,Apartment,43.661927,-79.3865112,Condominium/Strata,"$1,199,000",Single Family,,
2,3 + 1,House,43.6605547,-79.369457,Freehold,"$1,199,000",Single Family,,3
4,4,House,43.6603158,-79.7557812,Freehold,"$1,199,000",Single Family,,2
2,3 + 1,House,43.6565473,-79.4196232,Freehold,"$1,199,000",Single Family,,3
3,4 + 1,House,43.6573554,-79.4426466,Freehold,"$1,199,000",Single Family,,2
3,2,Row / Townhouse,43.6850783,-79.3146922,Freehold,"$1,199,000",Single Family,,2
2,3 + 1,House,43.7009021,-79.3080865,Freehold,"$1,199,000",Single Family,,1
4,4,House,43.7099521,-79.8477876,Freehold,"$1,199,000",Single Family,,2
4,4 + 2,House,43.7149286,-79.2640774,Freehold,"$1,199,000",Single Family,,2
4,3 + 2,House,43.7146268,-79.5056849,Freehold,"$1,199,000",Single Family,,
2,3,House,43.7793451,-80.0364617,Freehold,"$1,199,000",Single Family,,1.5000
7,4 + 5,House,43.8175622,-79.3155056,Freehold,"$1,199,000",Single Family,,2
3,4,House,43.8056828,-79.4642154,Freehold,"$1,199,000",Single Family,,2
